Tamaño=4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40
Profundidad=0	0.5	1	1.5	2	2.5	3	3.5	4	4.5	5	5.5	6	6.5	7	7.5	8	8.5	9	9.5	10	10.5	11	11.5	12	12.5	13	13.5	14	14.5	15	15.5	16	16.5	17	17.5	18	18.5	19	19.5	20	20.5	21	21.5	22	22.5	23	23.5	24	24.5	25	25.5	26	26.5	27	27.5	28	28.5	29	29.5

44.62	45.38	46.18	46.82	47.69	48.60	49.43	50.06	50.74	51.40	52.04	52.54	52.98	53.50	53.83	54.24	54.61	55.02	55.43	55.84	56.19	56.49	56.81	57.12	57.43	57.75	58.01	58.23	58.38	58.56	58.73	58.90	59.09	59.26	59.45	59.63	60.23
43.60	44.34	45.12	45.75	46.63	47.53	48.33	48.93	49.48	50.14	50.75	51.32	51.85	52.46	52.84	53.23	53.58	53.98	54.37	54.76	55.12	55.40	55.71	56.02	56.32	56.62	56.90	57.14	57.31	57.50	57.69	57.88	58.09	58.27	58.45	58.64	59.31
42.74	43.45	44.20	44.81	45.66	46.55	47.34	47.93	48.49	49.17	49.82	50.36	50.86	51.38	51.82	52.21	52.56	52.96	53.36	53.75	54.13	54.41	54.73	55.04	55.35	55.66	55.95	56.20	56.37	56.57	56.77	56.97	57.18	57.34	57.51	57.67	58.49
41.67	42.41	43.19	43.80	44.63	45.51	46.38	47.05	47.63	48.25	48.86	49.35	49.80	50.27	50.70	51.08	51.43	51.83	52.23	52.63	53.02	53.35	53.72	54.08	54.44	54.79	55.15	55.39	55.55	55.72	55.90	56.07	56.27	56.40	56.56	56.71	57.54
0.00	41.63	42.31	42.84	43.63	44.47	45.34	46.03	46.63	47.25	47.86	48.35	48.79	49.26	49.70	50.13	50.55	51.01	51.47	51.92	52.39	52.65	52.94	53.22	53.51	53.79	54.07	54.31	54.54	54.76	54.98	55.20	55.43	55.60	55.76	55.90	56.61
0.00	40.68	41.50	42.12	42.91	43.74	44.54	45.14	45.69	46.29	46.90	47.41	47.89	48.39	48.87	49.25	49.63	50.05	50.46	50.88	51.31	51.57	51.85	52.12	52.39	52.66	52.93	53.19	53.44	53.69	53.93	54.18	54.44	54.66	54.82	54.97	55.62
0.00	39.81	40.52	41.07	41.86	42.69	43.52	44.02	44.70	45.21	45.75	46.28	46.81	47.36	47.90	48.27	48.64	49.05	49.45	49.86	50.29	50.57	50.89	51.19	51.50	51.80	52.11	52.38	52.57	52.78	52.98	53.18	53.40	53.60	53.77	53.94	54.71
0.00	38.91	39.67	40.23	40.96	41.73	42.57	43.09	43.83	44.46	45.13	45.62	46.06	46.52	46.98	47.34	47.70	48.10	48.49	48.89	49.32	49.58	49.93	50.24	50.55	50.86	51.16	51.47	51.67	51.89	52.10	52.31	52.53	52.75	52.93	53.10	53.84
0.00	38.10	38.58	39.24	40.02	40.84	41.64	42.11	42.80	43.38	44.00	44.54	45.06	45.59	46.14	46.53	46.91	47.32	47.74	48.15	48.61	48.89	49.22	49.53	49.83	50.14	50.43	50.75	50.90	51.06	51.23	51.40	51.57	51.75	51.91	52.07	52.98
0.00	37.25	37.66	38.27	39.10	39.96	40.64	40.94	41.49	42.07	42.71	43.31	44.06	44.78	45.52	45.89	46.19	46.53	46.87	47.20	47.59	47.83	48.17	48.48	48.79	49.10	49.40	49.74	49.90	50.07	50.25	50.42	50.60	50.79	50.93	51.12	52.32
36.23	36.86	37.44	38.08	38.87	39.70	40.29	40.86	41.42	42.00	42.60	43.20	43.68	44.07	44.46	44.85	45.23	45.62	46.08	46.55	47.01	47.48	47.91	48.20	48.48	48.76	49.04	49.32	49.62	49.84	50.05	50.26	50.48	50.69	50.90	51.06	51.16
35.47	36.19	36.85	37.46	38.13	38.84	39.43	40.00	40.56	41.13	41.73	42.32	42.82	43.23	43.63	44.04	44.44	44.85	45.33	45.81	46.29	46.77	47.22	47.48	47.73	47.98	48.22	48.47	48.74	48.98	49.21	49.44	49.67	49.90	50.13	50.32	50.42
34.60	35.34	36.03	36.70	37.44	38.22	38.82	39.38	39.93	40.51	41.10	41.69	42.18	42.57	42.96	43.34	43.73	44.11	44.57	45.02	45.48	45.94	46.38	46.61	46.83	47.04	47.25	47.47	47.70	47.94	48.17	48.39	48.62	48.84	49.07	49.28	49.40
